-0.00001011, -0.00000724, 0.00000000,  0, 0.03349090, 0
-0.00002381, -0.00001750, 0.00000000,  0, 0.06437683, 0
-0.00003171, -0.00002862, 0.00000000,  0, 0.09406185, 0
-0.00001782, -0.00004560, 0.00000000,  0, 0.12217999, 0
0.00000025, -0.00007090, 0.00000000,  0, 0.15163398, 0
0.00002768, -0.00009239, 0.00000000,  0, 0.18537998, 0
0.00005799, -0.00011894, 0.00000000,  0, 0.21419883, 0
0.00010188, -0.00015752, 0.00000000,  0, 0.25058389, 0
0.00014630, -0.00019477, 0.00000000,  0, 0.27945304, 0
0.00017719, -0.00024300, 0.00000000,  0, 0.30932784, 0
0.00018222, -0.00028003, 0.00000000,  0, 0.33988595, 0
0.00018987, -0.00036140, 0.00000000,  0, 0.37221694, 0
0.00019437, -0.00044267, 0.00000000,  0, 0.40886998, 0
0.00019660, -0.00048654, 0.00000000,  0, 0.43768001, 0
0.00019737, -0.00051891, 0.00000000,  0, 0.46720195, 0
0.00017805, -0.00057553, 0.00000000,  0, 0.49822402, 0
0.00016095, -0.00061577, 0.00000000,  0, 0.52870989, 0
0.00013585, -0.00070504, 0.00000000,  0, 0.55734205, 0
0.00012403, -0.00076499, 0.00000000,  0, 0.58645988, 0
0.00011570, -0.00082059, 0.00000000,  0, 0.61258888, 0
0.00011161, -0.00085088, 0.00000000,  0, 0.63872886, 0
0.00010836, -0.00088509, 0.00000000,  0, 0.66305685, 0
0.00009515, -0.00092783, 0.00000000,  0, 0.68721485, 0
0.00007327, -0.00095734, 0.00000000,  0, 0.71276593, 0
0.00004858, -0.00099075, 0.00000000,  0, 0.74114394, 0
0.00000418, -0.00103716, 0.00000000,  0, 0.77876306, 0
-0.00003183, -0.00107356, 0.00000000,  0, 0.81151390, 0
-0.00007125, -0.00110439, 0.00000000,  0, 0.84016085, 0
-0.00009991, -0.00112597, 0.00000000,  0, 0.87059689, 0
-0.00013304, -0.00115410, 0.00000000,  0, 0.90084791, 0
-0.00015142, -0.00117007, 0.00000000,  0, 0.92642498, 0
-0.00017189, -0.00118792, 0.00000000,  0, 0.95492196, 0
-0.00018660, -0.00120979, 0.00000000,  0, 0.98121691, 0
-0.00020230, -0.00122507, 0.00000000,  0, 1.00690198, 0
-0.00021682, -0.00123700, 0.00000000,  0, 1.02871799, 0
-0.00023363, -0.00125087, 0.00000000,  0, 1.05898595, 0
-0.00024808, -0.00126287, 0.00000000,  0, 1.09238195, 0
-0.00025523, -0.00126886, 0.00000000,  0, 1.12890697, 0
-0.00026305, -0.00127579, 0.00000000,  0, 1.16433001, 0
-0.00027591, -0.00128837, 0.00000000,  0, 1.18864894, 0
-0.00028592, -0.00129821, 0.00000000,  0, 1.21332598, 0
-0.00029691, -0.00130907, 0.00000000,  0, 1.24205804, 0
-0.00029556, -0.00132589, 0.00000000,  0, 1.26525283, 0
-0.00029018, -0.00133893, 0.00000000,  0, 1.29268789, 0
-0.00029635, -0.00136515, 0.00000000,  0, 1.32240486, 0
-0.00031454, -0.00138283, 0.00000000,  0, 1.34923100, 0
-0.00033809, -0.00140593, 0.00000000,  0, 1.37436986, 0
-0.00037512, -0.00142133, 0.00000000,  0, 1.40292788, 0
-0.00039603, -0.00142512, 0.00000000,  0, 1.43041205, 0
-0.00043702, -0.00141224, 0.00000000,  0, 1.45694995, 0
-0.00046702, -0.00139335, 0.00000000,  0, 1.48319292, 0
-0.00050156, -0.00135199, 0.00000000,  0, 1.51210093, 0
-0.00056940, -0.00130565, 0.00000000,  0, 1.54463601, 0
-0.00063031, -0.00127159, 0.00000000,  0, 1.57907104, 0
-0.00066323, -0.00125149, 0.00000000,  0, 1.60481787, 0
-0.00070175, -0.00121330, 0.00000000,  0, 1.63313293, 0
-0.00072077, -0.00117798, 0.00000000,  0, 1.65811491, 0
-0.00072436, -0.00117107, 0.00000000,  0, 1.68423605, 0
-0.00071842, -0.00118111, 0.00000000,  0, 1.71455383, 0
-0.00069482, -0.00121099, 0.00000000,  0, 1.73916984, 0
-0.00067868, -0.00123835, 0.00000000,  0, 1.76587987, 0
-0.00064902, -0.00128740, 0.00000000,  0, 1.79374504, 0
-0.00061592, -0.00134308, 0.00000000,  0, 1.82014394, 0
-0.00059684, -0.00137278, 0.00000000,  0, 1.84857798, 0
-0.00055694, -0.00142447, 0.00000000,  0, 1.87319493, 0
-0.00049499, -0.00149513, 0.00000000,  0, 1.90657306, 0
-0.00040117, -0.00159574, 0.00000000,  0, 1.94318700, 0
-0.00034103, -0.00168245, 0.00000000,  0, 1.97887397, 0
-0.00030126, -0.00174047, 0.00000000,  0, 2.00234294, 0
-0.00028538, -0.00185257, 0.00000000,  0, 2.02768803, 0
-0.00027495, -0.00191884, 0.00000000,  0, 2.05413699, 0
-0.00026089, -0.00200118, 0.00000000,  0, 2.07783794, 0
-0.00026851, -0.00208087, 0.00000000,  0, 2.11129999, 0
-0.00025889, -0.00215821, 0.00000000,  0, 2.13782191, 0
-0.00024610, -0.00220215, 0.00000000,  0, 2.16378593, 0
-0.00024063, -0.00223146, 0.00000000,  0, 2.19252992, 0
-0.00024694, -0.00223184, 0.00000000,  0, 2.21997786, 0
-0.00026939, -0.00222871, 0.00000000,  0, 2.24404502, 0
-0.00030533, -0.00220042, 0.00000000,  0, 2.26939702, 0
-0.00033749, -0.00216696, 0.00000000,  0, 2.29420996, 0
-0.00038330, -0.00211074, 0.00000000,  0, 2.32081485, 0
-0.00041846, -0.00207016, 0.00000000,  0, 2.34271789, 0
-0.00044912, -0.00202752, 0.00000000,  0, 2.36835694, 0
-0.00049657, -0.00194879, 0.00000000,  0, 2.39499688, 0
-0.00054755, -0.00184807, 0.00000000,  0, 2.42388201, 0
-0.00059396, -0.00173423, 0.00000000,  0, 2.45240593, 0
-0.00062120, -0.00166085, 0.00000000,  0, 2.47672486, 0
-0.00065230, -0.00155778, 0.00000000,  0, 2.50409293, 0
-0.00066846, -0.00145406, 0.00000000,  0, 2.54015589, 0
-0.00066984, -0.00137918, 0.00000000,  0, 2.57144690, 0
-0.00065038, -0.00132200, 0.00000000,  0, 2.60765600, 0
-0.00061587, -0.00128618, 0.00000000,  0, 2.63140988, 0
-0.00058579, -0.00127785, 0.00000000,  0, 2.65219688, 0
-0.00055192, -0.00128095, 0.00000000,  0, 2.67611885, 0
-0.00047518, -0.00129083, 0.00000000,  0, 2.71141386, 0
-0.00043364, -0.00129920, 0.00000000,  0, 2.74050403, 0
-0.00037797, -0.00132686, 0.00000000,  0, 2.76957297, 0
-0.00032478, -0.00135070, 0.00000000,  0, 2.79839897, 0
-0.00026165, -0.00136862, 0.00000000,  0, 2.83313799, 0
-0.00021083, -0.00140305, 0.00000000,  0, 2.86462998, 0
-0.00018483, -0.00142310, 0.00000000,  0, 2.89091492, 0
-0.00015525, -0.00142796, 0.00000000,  0, 2.91947103, 0
-0.00013457, -0.00140968, 0.00000000,  0, 2.94558501, 0
-0.00012438, -0.00138802, 0.00000000,  0, 2.97006297, 0
-0.00011872, -0.00135054, 0.00000000,  0, 2.99776983, 0
-0.00012779, -0.00132155, 0.00000000,  0, 3.02364492, 0
-0.00014103, -0.00128260, 0.00000000,  0, 3.04505491, 0
-0.00016000, -0.00122607, 0.00000000,  0, 3.07976389, 0
-0.00018493, -0.00119072, 0.00000000,  0, 3.12196684, 0
-0.00021823, -0.00115990, 0.00000000,  0, 3.15546393, 0
-0.00025186, -0.00112695, 0.00000000,  0, 3.17954302, 0
-0.00027279, -0.00111064, 0.00000000,  0, 3.20498705, 0
-0.00029677, -0.00107821, 0.00000000,  0, 3.23255801, 0
-0.00030865, -0.00105006, 0.00000000,  0, 3.25664091, 0
-0.00032178, -0.00101425, 0.00000000,  0, 3.28149199, 0
-0.00033235, -0.00098468, 0.00000000,  0, 3.30828500, 0
-0.00036203, -0.00093334, 0.00000000,  0, 3.33445883, 0
-0.00039046, -0.00087541, 0.00000000,  0, 3.36248684, 0
-0.00040469, -0.00083540, 0.00000000,  0, 3.38432193, 0
-0.00041618, -0.00081456, 0.00000000,  0, 3.40584397, 0
-0.00045905, -0.00080678, 0.00000000,  0, 3.43353105, 0
-0.00048198, -0.00080131, 0.00000000,  0, 3.46330404, 0
-0.00047994, -0.00080714, 0.00000000,  0, 3.48805285, 0
-0.00047562, -0.00082062, 0.00000000,  0, 3.51255584, 0
-0.00047060, -0.00085372, 0.00000000,  0, 3.53523088, 0
-0.00045825, -0.00087362, 0.00000000,  0, 3.56036186, 0
-0.00044765, -0.00089908, 0.00000000,  0, 3.58174896, 0
-0.00043545, -0.00094407, 0.00000000,  0, 3.61038685, 0
-0.00043106, -0.00097292, 0.00000000,  0, 3.63556290, 0
-0.00044531, -0.00105775, 0.00000000,  0, 3.66310287, 0
-0.00045377, -0.00114801, 0.00000000,  0, 3.69778490, 0
-0.00045533, -0.00126106, 0.00000000,  0, 3.73305297, 0
-0.00045604, -0.00132876, 0.00000000,  0, 3.76240087, 0
-0.00045647, -0.00138914, 0.00000000,  0, 3.78955603, 0
-0.00045666, -0.00141943, 0.00000000,  0, 3.81527305, 0
-0.00044599, -0.00145454, 0.00000000,  0, 3.84193993, 0
-0.00043747, -0.00148132, 0.00000000,  0, 3.86994195, 0
-0.00044146, -0.00152956, 0.00000000,  0, 3.89584684, 0
